RegionName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07
Mississippi County,AR,Blytheville,5,93,1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97500,94750,89000,88500,84900,89000,85200,81900,78500,85500,79900,78250,78250,74900,78000,73900,68200,80000,79900,76900,78950,74900,79900,85000,79900,79900,83500,86900,85950,86450,84950,80000,85000,85450,89950,81000,91000,89900,92963.5,104950,110000,112000,108000,110000,109900,110000,103950,106000,99000,98500,105450,99700,98250,101950,99000,95000,93900,94900,90000,90701,89000,84950,85000,88500,89900,92500,90700,94900,94900,92900,90900,90000,88888,85000,89900,96000,109900,109900,109950,116000,115000,109900,115000,109900,108400,99900,109900
Gadsden County,FL,Tallahassee,12,39,1033,159900,161000,159900,151500,150000,150000,159900,159900,154950,159900,159400,158450,154000,159850,161200,156400,150000,152337,125000,125000,125000,124950,120000,120000,120000,119450,120000,119900,119950,119000,119000,119000,119900,119900,119450,120000,118000,114900,115000,110000,124900,120000,124950,120000,120000,115000,113950,119450,119000,115000,119000,117000,119000,118000,120000,121000,125000,129900,120000,124000,118500,115000,125000,125000,140000,124950,125000,125450,125000,119950,120000,120000,110000,115000,119500,130000,132600,130000,128450,125000,127337.5,135950,139500,134500,129900,134000,133250,129900,139000,144200,138450,150000,150000,148250,149000,149900,150000,142000,142000,154900,154900,147750,148900,152450,145000,148000,149000,146500,146500,149500,160500,163000,162500,165000,159000
Henderson County,KY,Evansville,21,101,1034,129900,127777,119000,124444,129900,129900,124172,129900,128500,129900,132950,130000,129738.5,119900,125000,120850,129900,132000,134500,129900,127900,131500,125500,119700,124900,119888.5,101000,108950,121950,128000,129450,129900,128500,125000,135000,129900,133950,132700,128900,124950,119900,118000,126400,118000,119950,124900,124900,124450,126750,123450,122900,137000,137400,137900,138750,130000,139250,139900,140000,139900,149745,142500,142250,140450,139500,132500,134900,128900,127500,133900,131200,129900,129900,132250,132500,144900,146000,148500,148000,149900,149900,156000,155000,149900,149900,157900,159900,159900,169900,169900,169500,159900,165000,164900,165000,165900,165450,167700,179900,169000,169900,169900,175900,176400,169900,167900,168400,158950,154900,146950,154450,159900,164900,165000,169500
Warren County,IA,Des Moines-West Des Moines,19,181,1035,164950,149900,149900,155000,155000,159500,154500,154900,150000,153000,152000,149000,149900,149900,149950,149900,149700,152900,154900,160000,163500,165750,166900,164900,162475,160975,169900,174900,168750,174900,179900,172900,182500,184000,174900,169900,169900,174900,185000,180900,179900,172900,169900,163236,168700,173900,176900,171450,169999.5,170000,164900,173950,175950,180000,179700,176900,183900,187900,189900,189900,192750,198500,205000,199600,193900,199900,218250,210900,225000,224900,205950,207500,206900,205000,189900,185950,189900,194950,199400,189900,192275,204900,207900,204900,198700,219800,226000,243900,248900,248900,245000,248900,251000,255000,256900,247695,249900,253795,249900,254900,259510,264450,258955,253950,258400,259900,259900,256750,255000,255000,252900,259705,259900,255000,255000
Goodhue County,MN,Red Wing,27,49,1036,177900,178450,169900,177900,172500,172200,168700,164900,164900,159900,156900,159900,169900,167900,169900,164900,156400,159900,159900,155400,154900,149900,159900,159900,159900,159900,169850,159900,159875,164875,169500,169250,156250,159900,159900,149000,141200,159900,167000,167000,169500,164900,164850,165900,159900,157900,159850,159850,150000,149900,169500,175000,179000,189900,179900,179900,184500,174900,174900,175000,175450,175000,179900,184900,189900,195000,196400,2.00E+05,207900,2.00E+05,189900,187900,189450,189900,187585.5,189900,194900,192675,209000,214900,209900,216000,199900,210000,212900,214900,219700,219900,219900,219450,210000,220000,229900,234900,229900,216500,219900,235000,235000,244900,246485,249900,249900,250000,244900,249850,249875,259500,249500,240000,259900,249900,249900,249900,239900
Iron County,UT,Cedar City,49,21,1037,169900,167900,160000,168999,160000,159900,164950,160000,164900,159950,156200,150950,150000,150000,149900,149900,149900,150000,149250,144900,140000,139900,134900,127750,135000,129900,129900,125000,136900,137500,139900,139900,145000,149000,149900,149900,155000,150000,150000,149900,150000,150000,156675,154900,169000,149900,149000,154900,158875,165650,166300,172289.5,169900,176776,177500,172750,174900,169000,169900,169900,169900,169900,169900,174900,179900,184950,189900,185450,190000,198700,214900,215500,199995,194900,194900,189900,195000,204950,209000,209900,214900,205000,209900,214900,214900,214900,219900,219900,224900,220000,220000,224900,220000,233850,234900,235000,232900,239000,237500,239900,239900,244900,239000,237500,242000,243650,243950,239950,238000,244900,249838.5,244900,245000,244945,249900
Lawrence County,IN,Bedford,18,93,1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127450,129900,135000,135000,138200,138500,133200,133200,129900,129900,137000,136450,144900,143150,139900
Campbell County,WY,Gillette,56,5,1039,229000,225000,225000,224900,223400,217900,217700,219900,219900,219900,214975,214900,209700,191900,209900,209900,210900,219900,229900,229900,229900,219450,219000,225900,216900,218450,227900,225000,224250,223500,223900,219900,217750,216600,219900,219500,218000,222000,224900,225900,225000,225000,229900,224500,229995,224500,215000,224500,222200,234500,225000,229000,237700,234900,234900,236500,235500,239000,239900,239000,235000,224900,228200,234450,244900,239450,239900,240000,239900,241900,239900,240000,240000,244900,239900,235000,232850,229000,229000,227250,229000,224900,219250,211000,209900,208950,209900,214900,216250,216250,215000,216000,213655,214900,210000,210000,210000,210000,214900,215000,218700,225500,231000,228750,226156.5,225000,215000,218750,215000,219900,219950,225000,229000,229500,235000
Buffalo County,NE,Kearney,31,19,1040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175850,170450,177900,177900,170950,167900,179900,167750,173950,167520,187400,174900,204900,201900,204900,198900,194900,199900,205000,199900,199900,192200,197450,2.00E+05,204900,199900,210000,219900,218900,199949.5,189900,189900,189900,189900,195900,194900,210000,209900,204900,205000,2.00E+05,199900,204900,209950,219900,219900,219900,210000,219900,235900,224000,229900,228700,239950,219900,214900,209940,195000,205950,222900,225800,232500,234250,222900,222000,219950,217900,217700,219900,209900,214950,219900,224900,221000,222000,220000
Fayette County,WV,Beckley,54,19,1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121250,119950,110000,103900,99950,99500,99000,94900,95000,95000,93950,108450,99000,95000,95000,98337.5,99900,99900,90000,95000,94400,104450,97000,105000,114750,113900,109000,109500,105000,108000,99900,97450,99000,105000,114900,99950,99000,99900,99900,99000,97750,99250,99900,92000,84900,89900,89900,89950,89900,92000,91879,96000,92000,91429,89000,87995,89950,94900,93081,94950,95000,90000
Lincoln County,OR,Newport,41,41,1042,349000,349000,349000,329000,327000,325000,324700,319000,315000,299500,299500,294950,299000,289500,299000,299000,299000,289700,289000,285000,282400,275000,269000,254900,265000,260000,259000,259000,259000,259000,260000,269000,259000,259000,259900,259900,269500,274900,274900,275000,279000,277000,279000,279000,275000,275000,279000,279000,279000,275000,275000,275000,265000,268000,279000,279900,280000,279700,289000,284450,279950,290000,295000,295000,289000,289000,292900,299000,298500,299000,299000,295000,298250,289000,298000,304500,299750,299900,299999,299900,3.00E+05,309000,315000,319950,319950,325000,315000,324900,325000,325000,325000,325000,335000,335000,339975,339000,339000,338313,349000,350000,349500,349000,334250,349000,345000,349000,339000,349900,342900,349000,352500,366000,364900,369000,359000
Medina County,TX,San Antonio-New Braunfels,48,325,1043,235000,216400,199000,199450,194900,199000,199250,211000,219500,216000,210000,2.00E+05,198000,190000,195000,186525.5,201434,227000,228000,224700,225000,219950,223000,214364,215000,209474.5,209049,234500,236250,238000,225000,222450,225000,220000,208423.5,215152,229000,228500,228750,225000,222401,225000,239000,239000,241850,229500,234500,235000,235000,233950,237550,249000,250000,252472.5,246200,249000,247500,249250,242500,232686.5,236000,230000,225000,221450,248500,250000,269000,251706,279265,265000,265000,249000,249000,220200,209450,215000,234950,238750,245000,245000,234970,250950,265000,283000,283000,295000,298770,299194,297999,294000,293574,287645,285000,285000,290000,295000,285000,310000,279900,295000,294600,294600,295000,309900,318995,315000,322450,312500,306450,298500,309000,293993.5,309250,292500,299000
Auglaize County,OH,Wapakoneta,39,11,1044,124900,124900,124900,119900,118800,119250,118700,118000,118900,119000,119900,117900,115000,116450,114900,114900,114900,114900,114900,114900,111450,112500,109900,109900,109900,114950,116400,109900,116900,114900,110000,109000,109900,106650,109900,104900,109900,104900,104900,106400,106900,104900,105000,105000,109900,109900,106750,107500,107250,109900,110000,112700,115900,115000,114900,114900,114700,109500,113400,105750,106000,105500,114900,115450,119900,119900,118700,118900,119950,121950,119950,119900,119950,119900,124900,124900,127500,129900,127000,125900,124900,124900,125450,126900,126000,124900,122250,122000,127900,129900,129900,133450,129900,129900,132700,133999.5,132000,135000,139000,144900,145000,143000,143450,139900,139900,148700,144900,149900,155000,154900,159900,162500,159900,159900,154900
Saint John the Baptist Parish,LA,New Orleans-Metairie,22,95,1045,150500,149900,150500,154900,155800,152900,149900,157000,154850,155400,154850,149900,148700,142350,139000,139900,139900,139900,139900,135500,141450,135000,131500,129450,127500,125000,125000,136800,144000,139897,149500,148000,144900,141948.5,146200,139897,137450,143900,146200,150999.5,154000,160000,154000,150000,149950,149950,144700,145500,142450,145450,145900,149900,149999,149900,148000,144900,139900,141000,139900,138900,145000,143900,149448.5,143000,143000,139900,134900,134900,130950,135000,137000,139900,139900,137100,139900,140000,142000,138000,141750,139900,155000,157000,164000,160000,158500,146500,144500,156000,155500,155000,156250,159900,159894,154950,155000,150000,155000,158500,159900,164250,164250,166000,165500,159500,163000,162500,160000,156500,159900,165000,159999.5,165000,168500,159900,156940
Huntingdon County,PA,Huntingdon,42,61,1046,,,,,,,,,,,,,,,,,,199900,199900,187450,199949.5,205900,199949.5,199900,199000,194500,187450,204900,206573.5,222450,207450,199999,204900,199900,196200,196200,199900,201900,184250,164900,160000,169900,164900,159900,165000,139500,149900,153700,159950,149900,159900,159900,159950,159900,159900,158450,149900,144900,139900,129999,129900,139900,149000,149900,173000,179900,179000,149900,145900,149900,160900,149900,159900,158950,154900,174900,165000,165950,169900,147000,150950,150000,150000,144900,138500,139000,131950,127700,129900,144900,134900,142999,149900,148500,147750,144900,134900,149900,140000,162200,169900,169900,164900,164500,149900,149900,139900,149900,139450,139900,157350,161475,164000,159900,162900
Barron County,WI,,55,5,1047,139900,142500,144900,149000,149700,149900,150000,149900,149900,149900,149900,139900,139900,139900,149900,149900,149900,149900,149900,149900,149900,149900,149825,139900,139900,129900,139900,145800,139900,141900,144900,139900,139000,139900,136450,134200,132500,129900,138000,139947.5,139900,144900,139900,139900,138400,137950,139050,134900,132750,134900,134900,139000,145950,149900,154900,149900,149900,149900,149900,139900,139900,136250,139000,149900,149900,149900,159000,155000,153000,152950,149900,149900,149900,154000,149900,150000,155000,154900,150000,154900,154900,149900,144500,142500,149450,149900,149900,164900,169700,172450,174200,172900,172900,171450,172900,174900,179900,179250,179900,179900,185000,189900,189900,185000,185000,184850,179250,179000,176350,179000,187600,189000,187600,184800,184300
Logan County,OH,Bellefontaine,39,91,1048,118950,119900,124900,123900,122900,119900,121900,120950,122900,119900,119900,117900,114900,115000,114900,115000,124900,129187.5,128400,129900,129900,129900,129900,129500,125000,126450,125000,125000,125000,124900,124900,120000,122500,119900,115900,110000,109000,104900,109900,113400,124900,124900,126450,123900,124450,129900,124950,125000,125000,123900,123900,125900,129900,129000,129900,127000,129900,129900,128000,125000,121900,119900,119900,124900,128500,129900,134900,134900,134900,128750,128200,125000,124800,122900,125000,129500,134900,139900,139900,139900,134900,141900,139900,135000,129450,134900,139900,137700,139900,149900,146900,139949.5,139410,139900,139000,139450,133900,139450,146900,159900,149900,159900,154500,149900,139900,141400,139900,149900,149900,152950,149900,159900,149900,149900,154900
Pittsburg County,OK,McAlester,40,121,1049,119000,115000,115000,119000,122000,124900,110000,119000,114900,119000,127450,119925,115000,129900,124900,119900,119975,134900,129700,124900,120000,119950,119900,118500,115000,119000,124950,115000,124900,117500,124250,123200,119900,119500,119900,119900,119900,115000,115250,116700,115000,124500,124900,123500,119450,118200,115000,119800,119900,115000,115000,115000,116500,120900,118950,119900,119900,129150,124900,125000,124900,125000,128750,125000,119900,122500,124950,129450,125000,125000,129200,122950,119450,115000,124900,125000,129900,130000,129900,129900,125000,124900,122900,119000,120000,119900,120715,128950,129900,128950,132950,129900,129900,125000,128000,129900,132000,134500,139000,148900,147900,144900,144900,145000,149950,149900,149439,156000,149900,150000,145000,139000,135000,146500,144900
Calaveras County,CA,,6,9,1050,295000,289000,283150,279900,289000,277000,275000,269000,264375,262325,255000,249000,249000,239000,240000,235000,239000,235000,239000,239000,239000,229000,219000,215500,199900,199000,196700,199000,206000,209000,209945,212200,215000,225000,225000,220000,217250,224900,225000,249000,259000,272250,279000,278800,275000,275000,285000,285000,285000,285000,285000,289000,299500,299500,299000,293500,297250,295000,293750,297000,299000,309000,299900,299900,299000,290000,295000,295000,298750,299000,299900,304900,309950,329900,329000,329000,329250,329000,325000,324900,324999,329000,324500,339000,339000,334200,339000,344950,349989,350000,359000,349000,345000,349000,349000,349000,349000,349000,349000,350000,349450,359900,369000,366500,362500,359000,359000,355000,359000,357250,358500,375000,379000,369900,369000
Colquitt County,GA,Moultrie,13,71,1051,148000,140000,138400,134900,134900,132000,129900,127500,122400,129900,134950,129900,131200,129900,139900,139900,139900,139900,139900,131000,129000,126500,127000,129000,125450,126700,119900,119900,125950,127000,129500,129900,129000,125500,128000,128000,128000,129000,129000,129450,124900,124900,119900,119900,118900,111450,111900,119400,104900,111950,113800,112900,119825,119900,119900,118800,119700,119900,119900,119900,119900,119900,120000,119900,120000,119900,128500,122450,119500,118900,117400,112450,109900,114900,114900,114900,124999.5,119900,125900,128350,129900,124900,129038,129900,139000,145000,138000,136500,134950,129900,135950,141900,145500,149000,148336,149000,159000,159000,160000,159000,159900,158900,150000,149900,153000,149950,149950,149400,149900,149900,159000,164900,165450,169927.5,169900
Vance County,NC,Henderson,37,181,1052,165000,160000,164900,154400,149500,150000,156700,149900,139000,139450,149000,137250,129900,129900,129900,129000,139900,146700,139900,140000,142500,145900,149900,149900,155000,145450,149950,149500,149900,144900,139900,139900,129900,125000,129000,129450,119900,119900,119900,117950,121000,129900,122500,124000,124900,129900,125000,119900,118000,122900,124900,124900,119900,121900,117950,125750,122500,123900,139900,136900,134950,131400,133700,129900,149000,149250,150000,150000,147000,145000,140000,143000,142000,139900,144900,144900,144800,144900,159700,143700,152495,150000,139950,139950,129900,126400,139000,146500,150000,147450,149900,155538,154000,145000,149999,155000,149949.5,127500,139900,149900,140000,139000,149000,142500,149000,145000,149000,149000,144950,139900,149950,150000,162500,177000,171451
