SizeRank,City,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08
2273,Dallas,117600,118100,119000,120300,121800,123400,124900,126200,127100,127700,128100,128200,128200,128100,128000,128200,128500,128900,129400,130100,130800,131500,131800,131700,131100,129900,128600,127300,126200,125300,124700,124600,124700,124900,125200,125600,126000,126200,126200,126200,126200,126100,126000,126000,126000,126000,125900,125000,124500,125000,125100,123900,123400,123300,122900,122500,121900,120600,119400,118900,118500,117600,116600,116400,116500,116600,116700,116900,117400,117800,117700,116600,115400,114800,115500,116100,115900,116100,116700,116900,116900,117600,119300,121600,123500,125000,126000,126900,127400,126800,125100,123800,122700,121000,119600,119600,119800,119400,119500,120400,120500,120800,122400,124500,126300,128100,129500,130000,130300,130700,130600,129900,130200,131300,132000,132000,132500,133300,134200,135500,137500,139200,140900,143200,145800,147600,148800,149800,151200,153400,156000,157500,158300,159100,159900,161600,163700,165500,167600,170000,171500,172000,171900,172600,174700,177300,178700,179000,179400,180900,182900,184800,186700,189100,191200,192600,193600,194600,195100,195100,195100,195100,194600,194300
2289,Dallas,125000,125400,125900,126700,127600,128600,129500,130500,131400,132200,132800,133200,133200,133100,132900,132700,132600,132600,132600,132500,132500,132400,132000,131400,130600,129700,128900,128300,128000,127700,127400,126900,126500,126200,126000,125900,125800,125700,125400,124900,124300,123800,123400,123200,123100,123000,123000,123200,123100,123000,123200,123100,122600,122300,122200,122200,121800,121000,120000,119300,119100,118600,117900,117400,116700,115900,115400,115300,115300,115500,115600,114800,113700,112900,113100,113800,114800,115300,115400,115200,114900,115000,115500,116200,117400,118900,119900,120400,120900,121700,122500,123000,123500,123800,124300,124900,125300,125100,125300,126200,127700,128800,129600,130600,131900,132800,133100,133400,133900,134500,135200,135700,136200,137100,137900,139000,140100,141100,142000,143400,144800,146000,147200,148700,150300,152100,153900,155200,156400,158400,160800,162800,164500,166500,168200,169400,170400,171500,173400,175700,177400,178500,179600,181100,183200,185400,186800,187900,188900,190200,191400,192400,194200,197000,199700,202100,204500,206200,206700,206500,206000,205500,205200,205400
2373,Dallas,101000,101300,101600,102000,102300,102600,102900,103200,103500,104000,104600,105000,105400,105700,105800,105900,106200,106300,106400,106500,106600,106700,106600,106300,105900,105200,104400,103600,102800,102100,101500,101100,100800,100600,100400,100300,100300,100200,100000,99600,99300,99000,99000,99100,99300,99500,99600,99500,99100,99100,99400,99500,99500,99400,99400,99400,99000,98300,97500,97200,96800,96200,95400,94700,93900,93200,92700,91900,91700,91800,91900,91800,91800,91900,92200,92800,93200,93400,93600,93800,94000,94100,94300,94400,94500,94800,95200,95900,96700,97200,97600,97800,97800,97700,98200,99100,99600,99800,99900,100600,101700,103300,104700,106000,107700,109500,110800,112000,113000,114100,115000,115800,117000,118400,119700,121100,122300,123400,124100,124900,126200,127800,129200,130600,131300,131900,132600,133500,134700,135800,136800,137900,139200,140700,142300,143800,145200,146600,148500,150800,152400,154200,156300,158800,161800,165100,167500,169500,171800,173800,175700,177300,178700,180100,181600,183100,184800,186000,186300,185600,185100,185400,185700,185700
2425,Houston,112500,113000,113500,113900,114300,114800,115700,117000,118700,120400,121900,123200,124300,125400,126500,127900,129300,130800,131900,132800,133400,134000,134600,135000,135100,134600,133500,132100,130600,129100,127900,127000,126300,125600,124800,124100,123500,123000,122400,121900,121400,120900,120600,120400,120500,120800,121200,121700,122100,122300,122600,123400,124000,124300,124500,124500,124300,123600,123000,122700,122600,122400,122300,122100,122000,122000,122200,121500,120600,120000,119600,118800,118200,118000,118200,118500,118800,118500,117600,116900,116500,115700,114600,113900,113500,113400,113400,113200,113100,113900,115300,116700,117700,118600,119600,120100,120500,121000,121300,121200,121200,121300,121800,122400,123000,123600,124500,125700,126700,127700,128900,130200,131100,131300,131300,132500,134300,136100,137900,139700,141200,142400,143100,143500,144400,146100,147900,149600,151200,152800,154400,155600,156900,158100,159400,161000,162400,163400,163900,164100,164500,165200,165500,166100,166600,167100,167700,168600,169700,170900,172300,173400,174100,174800,175500,176100,177100,177500,177700,178200,179200,179900,179700,178900
2434,Dallas,126300,126600,126900,127400,128100,128900,129600,130300,130900,131500,132000,132400,132400,132200,131700,131100,130500,130000,129600,129300,129300,129200,128800,128200,127600,126900,126600,126500,126700,126800,126700,126700,126800,127100,127300,127600,128000,128400,128700,128900,129000,129000,129200,129800,130600,131400,132000,132000,132000,132600,132700,132000,131200,130400,129800,129200,128100,126800,125700,125200,124900,124600,124200,123900,123800,124400,124900,124900,125000,125200,125600,125800,125300,124600,124300,124500,125000,125200,125100,125000,124500,124400,124700,125400,126700,127900,128800,129500,129900,130100,130400,130700,131500,131900,132300,132800,133000,132800,133400,134300,135200,136100,137300,138700,139800,140300,140900,141700,142500,143200,143900,144500,145000,145800,146400,146700,147600,149000,150000,150700,151400,152500,154300,157000,160000,162700,165000,167600,170200,172300,173700,174800,175800,176600,177400,178200,178700,178800,179500,180900,182100,183500,185400,187300,190100,194100,197100,198600,199700,200600,200800,200800,201500,202900,204300,205900,207600,208600,208600,207900,207700,208800,210400,211200
2503,Austin,142300,142400,142800,143300,143700,144100,144500,145100,146000,147300,149100,151200,153300,154700,155400,155700,155600,155500,155400,155500,155700,155800,155800,155500,154900,153900,152700,151400,150100,148700,147500,146800,146100,145300,144400,143400,142600,141900,141300,140800,140300,139700,139500,139500,139500,139300,138900,138100,137200,137100,137000,136000,135300,135400,135100,134400,134000,133900,134100,134600,134800,134400,134200,134500,134800,134500,133700,132900,132100,131400,131000,130700,130200,129500,129000,128600,128300,128600,129900,131100,132000,132800,133600,134400,135000,135400,136300,137900,139500,140600,141300,142100,142600,142800,143000,143400,143900,144900,145900,146300,146500,147000,147500,147800,148400,149000,149500,150200,151200,152100,152900,154100,155500,156900,158400,160400,162000,163200,164500,166600,168800,170700,172500,174600,176400,178000,179800,181100,181900,183000,183700,183900,184300,185400,186200,187400,188900,190200,190900,191800,193100,194500,195300,195800,196600,197600,198000,198100,198800,199500,199900,200900,202800,204500,206000,207500,208700,210000,211300,211600,211300,210900,210500,210100
2505,Dallas,157300,157300,157400,157800,158200,158500,158700,158700,159000,159400,160000,160700,161300,161600,161900,162300,162600,162700,162800,162600,162600,162700,162800,162700,162600,162300,162200,162500,162800,163000,162700,162000,161500,161100,160800,160300,159800,159300,159000,159100,159200,159100,158900,158500,158500,158800,159200,158900,158400,158900,158000,154500,150300,147800,146200,146900,147700,147700,147300,147400,147600,148200,148900,149800,150300,150000,149900,149700,148900,148000,147500,147500,147900,147800,147200,147100,148100,149500,151100,151500,151200,150800,150400,150000,149000,146900,145600,145900,146500,146700,146700,146800,147800,149400,150700,152000,153500,155200,156800,157900,158400,159300,160200,160900,161200,161300,161300,161500,161500,161800,162600,163400,164300,165200,166200,167100,168200,169300,169700,169900,170800,172400,174900,178500,181700,183600,185000,186200,187200,187800,188900,190400,192000,193100,194100,194900,195800,196500,197700,199300,200900,202300,204200,205800,207500,209800,212400,214900,218100,220700,221900,221900,222500,224500,227300,229400,230700,231700,230600,227700,226100,226400,226300,226600
2534,San Antonio,181400,181400,181700,182500,183700,185000,186400,187700,189100,190500,191900,193100,194100,195000,195900,196700,197500,198200,198800,199300,199900,200700,201700,202300,202400,201900,200800,199400,197900,196700,195700,194800,194000,193400,193000,192700,192400,192400,192200,191700,191000,190400,189600,188600,187800,187300,187200,187200,187600,187900,188600,189700,190200,189900,189900,190100,190100,190100,189500,188900,188700,188300,187400,187200,187500,187800,187600,187600,187600,187200,186800,186700,186800,187000,187200,187900,188900,189700,190800,192600,194100,194700,195300,196100,196700,197200,197800,197900,197900,198600,199700,200200,200900,202300,203400,204100,204800,205500,206600,207500,208100,208600,209100,209100,208900,208900,209600,210100,210200,210500,211400,212500,213900,216000,218300,220200,222200,224900,227200,228800,230400,232000,233300,234500,235400,235700,235000,234400,234200,233600,233300,234200,235400,236200,236900,238100,238900,238900,239100,240100,240900,241100,241100,241200,242300,244100,245500,245600,246500,248400,249900,250700,252000,253300,254300,255100,256300,257100,257100,256200,255200,254700,254400,254100
2554,San Antonio,148100,147900,147900,148200,148600,149200,149900,150600,151400,152400,153700,155100,156400,157300,157800,158000,157800,157400,157100,157000,157000,157200,157500,157900,158400,158700,159100,159500,159600,159400,159100,158900,158600,158500,158400,158400,158500,158400,158500,158600,158600,158400,158000,157500,156900,156200,155600,155000,154600,154700,154600,154100,153700,153700,153700,153400,153200,152900,152300,151600,151400,151300,150900,150700,150800,151300,151700,151700,151500,151500,151600,151700,151700,151900,152400,152600,152800,153000,153400,154000,154600,155200,156000,156400,156600,157400,158700,159700,160700,162000,163200,164600,166500,168200,169000,169900,170700,171300,171900,172200,172200,172300,172300,172400,172800,173700,175600,178300,180400,182100,184100,186600,188700,190400,192000,193200,193600,193500,193200,193200,194200,194500,193100,193600,196100,197500,197500,197900,197800,197400,196900,196700,197000,197800,199200,200200,201500,202300,203000,204200,205200,205800,207000,208400,209200,209500,210200,211200,211500,211300,211400,211500,214900,221800,228500,232800,235200,236200,236900,237100,236300,236400,238400,240700
2675,Dallas,166500,166500,166700,167000,167500,168100,168600,169100,169400,169600,169600,169900,170300,171000,171700,172600,173800,175400,177300,179300,181200,182800,183800,184300,184100,183500,182600,181500,180400,179400,178600,178000,177600,177200,176800,176400,176200,176000,175900,175500,175000,174400,173900,173300,173000,172800,172700,172700,172700,172900,173200,173600,174000,174500,174900,175300,175200,175200,175500,175500,175600,175600,175300,174800,174300,173700,172700,171500,170500,169600,168800,168500,168500,168500,168600,169200,169700,170100,170400,170900,171500,172100,172700,173000,173200,173600,174000,174700,176100,178000,179200,180400,181900,183400,184700,185900,186800,187700,188700,189400,189700,190100,191000,191900,192600,192900,193600,195000,196900,198500,199900,201600,203300,205000,206500,207900,208900,210100,211500,212800,213500,214200,215300,217100,219700,222900,226500,230300,233400,236100,237500,238100,239200,241100,242600,243300,242900,242200,242300,243600,246000,248900,251800,253600,255100,257600,260400,262800,265100,266800,267600,267600,267700,268700,270400,273000,275900,277400,278500,279400,279400,278900,278900,279100
2676,Dallas,189400,190300,191300,192000,192200,191900,191300,190600,190200,190000,189900,189700,189700,189800,190100,190500,190800,190900,191200,191500,191700,191900,191900,191600,190800,189400,187700,186300,185200,184600,184500,184500,184300,184000,183600,183300,183100,183000,182900,182800,182400,182100,181900,181800,181800,181600,181600,181700,181900,182200,181800,180700,180000,179500,178400,177400,176900,176800,176800,176600,176200,175700,175500,175500,175500,175200,174400,173400,172600,172200,171700,171500,171500,171700,172100,172500,172600,172600,173100,173900,174600,175200,175700,175900,175600,175800,176400,177400,178900,180700,182300,183600,184300,184800,185700,187000,188200,189100,189900,191100,192400,193900,195700,197500,198900,200200,200900,201200,201400,202300,203600,205000,206400,208000,209400,210500,212300,214000,216000,218700,221300,222800,224800,227500,230600,233700,237200,240100,242000,243400,244500,245600,247900,251100,254000,256300,257500,258300,259600,262100,265000,267500,269100,270300,271500,272300,272900,274300,276800,278200,278600,278600,279500,281400,284800,289100,293500,296300,296000,293600,290400,288200,287300,287200
2707,San Antonio,130500,130800,131200,131900,132900,134200,135700,137400,139100,140700,141900,142700,143100,143100,143000,142900,143000,143100,142900,142600,142300,142000,141900,141800,141600,141200,140500,139600,138700,137900,137400,137200,137100,137000,137000,137200,137400,137500,137600,137600,137600,137600,137300,136700,135800,135000,134400,133900,133800,133900,134200,134200,134200,134000,133400,133100,132800,133000,133100,132500,131800,131600,131500,131000,130100,129600,130300,131800,133100,133300,133000,133200,133300,132900,133000,133900,134800,134900,134800,135000,135300,135900,136800,137400,137900,138500,139300,139800,140600,141800,142400,142200,142000,142500,143100,143600,144000,144400,144600,144700,145200,146100,147200,148400,149500,150300,150900,151500,152500,153500,154600,155900,157500,158800,159400,159500,160000,160900,161800,162700,163800,164700,165400,166000,166400,166900,167900,168800,169400,169800,170500,171300,172200,173000,174200,175300,176000,176300,176400,176500,176700,177000,177300,178400,179600,180500,180900,181600,182600,184000,185700,187600,189300,190400,191400,192700,193900,194800,195200,195500,195600,195500,195600,196000
2715,Houston,143200,143100,143300,143600,143800,144000,144100,144200,144600,145400,146400,147600,148700,149400,149700,149600,149400,149300,149200,149300,149200,149000,148600,147900,147000,145800,144600,143400,142500,141800,141000,140100,139200,138300,137400,136600,135800,134900,133900,132700,131700,131100,130900,131000,131200,131300,131400,131400,131400,131500,130900,130200,130100,130400,130100,129600,129400,129500,129600,129500,129600,129500,129000,128300,128100,127600,126800,125900,124700,123200,121600,120000,118500,118000,119300,121300,121900,120700,119700,119600,119800,120300,121200,122000,122500,122600,122800,123000,123200,124200,125300,125300,124700,124700,125400,126400,127600,128800,129900,130700,131300,131900,133300,134500,135600,136300,137300,138800,140500,142000,143400,144600,145300,148000,152300,158700,163700,166800,167500,168700,169300,170700,171700,173400,175700,178300,179300,179000,179400,181000,182400,183400,184000,183300,183000,184100,185100,184500,184000,183800,184200,185300,185700,185100,185700,187100,187900,188500,190200,191300,190700,190400,191700,193000,194600,196200,197500,198300,197800,196200,195700,195500,194800,194000
2756,Dallas,152700,152800,153200,153800,154200,154200,153700,152900,152100,151400,151000,150900,151200,151600,152200,153200,154100,154700,155100,155400,155600,155800,155600,155500,155700,155600,155700,155900,155800,155100,154000,152500,151100,149500,147700,146100,144900,143700,142800,142200,141200,140500,141600,144100,147000,149200,150200,150300,150300,151100,149300,144800,141900,141600,140700,139500,138300,138900,141800,144300,144900,144700,144700,145500,146200,145800,145200,144700,144100,143600,142800,142200,141900,141400,140900,141000,141200,141000,141300,142300,142500,141600,140600,140200,140100,140000,140400,140800,141400,142100,142500,142500,142800,143400,143600,144100,144800,145300,146300,147800,149000,149500,149800,150000,150300,150700,151400,152200,153200,154500,156800,159400,161400,163000,164600,166000,167000,167800,168800,169700,170100,170500,171000,172100,173800,175900,177600,179000,180900,183500,185900,187700,188900,190300,192600,194400,195500,196500,197300,198000,199100,199900,199800,199600,200400,201800,202700,203100,203900,204800,206000,207400,208800,209700,209800,210400,212100,213800,215300,216900,218100,219100,220000,220700
